date,affected,death,dncc_case,dncc_death,dscc_case,dscc_death,dhaka_case,dhaka_death
7/23/2025,319,4,29,1,61,3,90,4
7/24/2025,280,1,24,0,30,0,54,0
7/25/2025,164,0,11,0,29,0,40,0
7/26/2025,331,3,28,0,47,1,75,1
7/27/2025,409,3,32,1,54,1,86,2
7/28/2025,394,2,34,0,48,0,82,0
7/29/2025,393,1,46,0,60,1,106,1
7/30/2025,386,2,29,0,49,2,78,2
7/31/2025,278,2,28,0,35,1,63,1
8/1/2025,138,0,14,0,13,0,27,0
8/2/2025,209,1,18,0,19,1,37,1
8/3/2025,343,0,64,0,59,0,123,0
8/4/2025,395,2,34,0,50,0,84,0
8/5/2025,319,3,27,0,62,1,89,1
8/6/2025,428,3,51,1,62,0,113,1
8/7/2025,408,3,37,1,57,2,94,3
8/8/2025,190,0,21,0,42,0,63,0
8/9/2025,325,3,33,0,62,2,95,2
8/10/2025,448,3,34,0,46,2,80,2
8/11/2025,434,1,39,0,93,1,132,1
8/12/2025,382,1,37,0,81,0,118,0
8/13/2025,325,1,41,0,48,1,89,1
8/14/2025,252,0,38,0,51,0,89,0
8/15/2025,134,0,14,0,24,0,38,0
8/16/2025,202,0,24,0,31,0,55,0
8/17/2025,466,1,74,0,57,1,131,1
8/18/2025,380,0,31,0,74,0,105,0
8/19/2025,357,0,67,0,71,0,138,0
8/20/2025,356,0,46,0,71,0,117,0
8/21/2025,311,5,51,0,61,3,112,3
8/22/2025,173,0,18,0,23,0,41,0
8/23/2025,247,4,32,0,68,4,100,4
8/24/2025,430,1,57,0,63,0,120,0
8/25/2025,412,3,69,1,53,2,122,3
8/26/2025,470,0,74,0,74,0,148,0
8/27/2025,430,0,37,0,64,0,101,0
8/28/2025,432,0,52,0,90,0,142,0
8/29/2025,165,0,27,0,44,0,71,0
8/30/2025,367,0,29,0,67,0,96,0
8/31/2025,568,4,67,0,82,4,149,4
9/1/2025,552,0,94,0,59,0,153,0
9/2/2025,473,3,53,0,83,1,136,1
9/3/2025,445,2,59,0,87,1,146,1
9/4/2025,363,3,56,0,56,2,112,2
9/5/2025,158,0,27,0,16,0,43,0
9/6/2025,364,2,58,0,73,2,131,2
9/7/2025,580,3,85,0,80,1,165,1
9/8/2025,573,2,73,0,80,1,153,1
9/9/2025,487,0,30,0,92,0,122,0
9/10/2025,625,2,87,0,130,2,217,2
9/11/2025,586,6,144,1,103,3,247,4
9/12/2025,245,0,11,0,67,0,78,0
9/13/2025,279,2,33,0,64,2,97,2
9/14/2025,685,3,116,2,128,1,244,3
9/15/2025,636,5,105,2,97,1,202,3
9/16/2025,665,1,83,0,141,1,224,1
9/17/2025,622,5,100,0,99,2,199,2
9/18/2025,647,6,113,2,128,2,241,4
9/19/2025,248,0,31,0,56,0,87,0
9/20/2025,382,0,58,0,71,0,129,0
9/21/2025,740,12,112,3,115,2,227,5
9/22/2025,678,2,126,0,74,0,200,0
9/23/2025,664,1,101,0,107,1,208,1
9/24/2025,668,5,94,2,73,3,167,5
9/25/2025,632,1,123,0,84,1,207,1
9/26/2025,219,0,40,0,39,0,79,0
9/27/2025,514,0,80,0,95,0,175,0
9/28/2025,845,4,97,2,112,2,209,4
9/29/2025,735,3,121,0,95,1,216,1
9/30/2025,556,3,101,0,113,0,214,0
10/1/2025,490,2,78,0,64,2,142,2
10/2/2025,396,2,52,1,56,0,108,1
10/3/2025,263,0,56,0,35,0,91,0
10/4/2025,374,1,46,0,48,0,94,0
10/5/2025,1042,9,198,1,121,7,319,8
10/6/2025,782,3,118,0,90,2,208,2
10/7/2025,715,2,141,1,114,1,255,2
10/8/2025,700,3,155,1,110,2,265,3
10/9/2025,781,4,162,1,116,3,278,4
10/10/2025,308,0,47,0,40,0,87,0
10/11/2025,413,0,75,0,76,0,151,0
10/12/2025,953,6,147,1,122,2,269,3
10/13/2025,857,3,138,1,145,2,283,3
10/14/2025,841,5,173,0,128,4,301,4
10/15/2025,758,4,102,0,100,3,202,3
10/16/2025,755,1,181,0,68,1,249,1
10/17/2025,510,0,116,0,36,0,152,0
10/18/2025,619,1,117,0,76,0,193,0
10/19/2025,950,1,154,0,129,0,283,0
10/20/2025,942,4,211,0,99,1,310,1
10/21/2025,814,4,170,0,107,3,277,3
10/22/2025,762,2,160,0,100,1,260,1
10/23/2025,803,4,155,1,130,1,285,2
10/24/2025,468,0,111,0,47,0,158,0
10/25/2025,659,0,124,0,57,0,181,0
10/26/2025,1143,4,165,0,154,1,319,1
10/27/2025,983,6,225,4,133,1,358,5
10/28/2025,1041,4,230,0,140,3,370,3
10/29/2025,964,2,239,1,145,1,384,2
10/30/2025,928,3,203,2,142,0,345,2
10/31/2025,506,0,108,0,16,0,124,0
11/1/2025,651,0,120,0,117,0,237,0
11/2/2025,1162,5,261,1,175,3,436,4
11/3/2025,1147,5,284,1,145,0,429,1
11/4/2025,1101,4,241,1,175,3,416,4
11/5/2025,1069,10,251,3,152,5,403,8
11/6/2025,1034,5,200,1,171,3,371,4
11/7/2025,488,0,189,0,45,0,234,0
11/8/2025,834,0,203,0,60,0,263,0
11/9/2025,1195,6,220,2,115,2,335,4
11/10/2025,1179,2,172,0,157,2,329,2
11/11/2025,912,3,194,0,131,3,325,3
11/12/2025,1139,5,254,1,143,0,397,1
11/13/2025,833,3,167,1,116,1,283,2
11/14/2025,460,0,145,0,26,0,171,0
11/15/2025,792,5,226,5,121,0,347,5
11/16/2025,1139,5,182,1,118,2,300,3
11/17/2025,1007,3,191,0,142,2,333,2
11/18/2025,920,4,211,1,151,1,362,2
11/19/2025,788,6,166,2,86,1,252,3
11/20/2025,745,4,116,0,127,2,243,2
11/21/2025,436,0,54,0,75,0,129,0
11/22/2025,593,3,211,0,78,1,289,1
11/23/2025,778,8,129,0,81,2,210,2
11/24/2025,705,2,171,0,77,0,248,0
11/25/2025,633,1,136,1,81,0,217,1
11/26/2025,615,3,126,0,103,2,229,2
11/27/2025,567,7,125,1,86,3,211,4
11/28/2025,410,0,102,0,8,0,110,0
11/29/2025,572,0,132,0,67,0,199,0
11/30/2025,636,5,147,0,74,3,221,3
12/1/2025,610,2,171,0,102,2,273,2
12/2/2025,565,2,127,2,88,0,215,2
